caseid,educ,age,religion,region,wealthCat,wealthDec,urban,,,,,,,
973 81  4,9,35,Evangelical / Protestant,Santa Barbara,Middle,39883,1,,,,,,,
973 81  7,12,30,Evangelical / Protestant,Santa Barbara,Middle,39883,1,,,,,,,
973101  2,12,37,Evangelical / Protestant,Santa Barbara,Richest,196598,1,,,,,,,
973111  1,3,44,Evangelical / Protestant,Santa Barbara,Middle,-14873,1,,,,,,,
973121  2,6,27,No religion,Santa Barbara,Richest,146676,1,,,,,,,
973131  2,11,28,Catholic,Santa Barbara,Richer,99624,1,,,,,,,
973141  1,9,23,Evangelical / Protestant,Santa Barbara,Middle,33347,1,,,,,,,
973151  1,1,49,No religion,Santa Barbara,Middle,-12787,1,,,,,,,
973181  1,6,39,No religion,Santa Barbara,Richer,64135,1,,,,,,,
973191  3,12,25,Evangelical / Protestant,Santa Barbara,Middle,-11169,1,,,,,,,
973201  2,10,28,Evangelical / Protestant,Santa Barbara,Richest,124539,1,,,,,,,
974 11  4,3,43,Evangelical / Protestant,Santa Barbara,Middle,-13682,1,,,,,,,
974 41  2,6,29,Catholic,Santa Barbara,Middle,24163,1,,,,,,,
974 51  2,6,37,Catholic,Santa Barbara,Middle,25964,1,,,,,,,
974 61  2,3,34,Catholic,Santa Barbara,Poorer,-73133,1,,,,,,,
974 81  2,9,25,Evangelical / Protestant,Santa Barbara,Middle,-18090,1,,,,,,,
974 91  2,12,32,Catholic,Santa Barbara,Poorer,-34540,1,,,,,,,
974101  2,12,31,Evangelical / Protestant,Santa Barbara,Richer,66029,1,,,,,,,
974131  2,12,28,Catholic,Santa Barbara,Richer,99475,1,,,,,,,
974141  2,3,48,Evangelical / Protestant,Santa Barbara,Middle,-11188,1,,,,,,,
974151  2,3,26,Evangelical / Protestant,Santa Barbara,Poorer,-63779,1,,,,,,,
974171  3,6,34,Catholic,Santa Barbara,Middle,41270,1,,,,,,,
974191  2,12,28,Catholic,Santa Barbara,Middle,37911,1,,,,,,,
974201  5,15,21,No religion,Santa Barbara,Middle,35641,1,,,,,,,
975 31  1,6,26,Catholic,Santa Barbara,Poorest,-95322,1,,,,,,,
975 41  2,0,45,Evangelical / Protestant,Santa Barbara,Middle,-2774,1,,,,,,,
975 71  1,5,29,Evangelical / Protestant,Santa Barbara,Middle,41552,1,,,,,,,
975 91  5,6,23,Catholic,Santa Barbara,Middle,-19962,1,,,,,,,
975101  2,6,39,Catholic,Santa Barbara,Middle,27465,1,,,,,,,
975111  2,6,21,Catholic,Santa Barbara,Richer,53757,1,,,,,,,
975131  1,6,32,Evangelical / Protestant,Santa Barbara,Richer,75432,1,,,,,,,
975161  4,6,21,Catholic,Santa Barbara,Poorer,-42760,1,,,,,,,
975181  2,12,32,Catholic,Santa Barbara,Richer,85907,1,,,,,,,
975181  3,6,30,Catholic,Santa Barbara,Richer,85907,1,,,,,,,
975201  6,14,29,Evangelical / Protestant,Santa Barbara,Richer,59085,1,,,,,,,
976 61  2,6,48,Evangelical / Protestant,Santa Barbara,Poorer,-39188,1,,,,,,,
976111  4,6,16,Evangelical / Protestant,Santa Barbara,Poorer,-31675,1,,,,,,,
976121  2,6,40,Evangelical / Protestant,Santa Barbara,Middle,37593,1,,,,,,,
976131  1,6,31,Catholic,Santa Barbara,Middle,3388,1,,,,,,,
976191  2,2,41,Catholic,Santa Barbara,Middle,25053,1,,,,,,,
977 21  2,6,43,Catholic,Santa Barbara,Poorer,-51391,1,,,,,,,
977 31  2,12,40,Catholic,Santa Barbara,Middle,29488,1,,,,,,,
977 41  2,2,35,Evangelical / Protestant,Santa Barbara,Poorer,-54014,1,,,,,,,
977 61  1,6,23,Evangelical / Protestant,Santa Barbara,Poorest,-139448,1,,,,,,,
977 91  2,6,26,Catholic,Santa Barbara,Richer,100819,1,,,,,,,
977101  2,11,45,Evangelical / Protestant,Santa Barbara,Richer,91359,1,,,,,,,
977102  2,6,23,No religion,Santa Barbara,Richer,64034,1,,,,,,,
977112  2,6,33,Evangelical / Protestant,Santa Barbara,Middle,20928,1,,,,,,,
977121  2,12,23,Catholic,Santa Barbara,Richer,98828,1,,,,,,,
977131  2,8,21,Evangelical / Protestant,Santa Barbara,Poorest,-113347,1,,,,,,,
977151  2,12,37,Evangelical / Protestant,Santa Barbara,Middle,46730,1,,,,,,,
977161  2,12,23,Evangelical / Protestant,Santa Barbara,Richer,83577,1,,,,,,,
977191  1,16,48,Catholic,Santa Barbara,Richest,159816,1,,,,,,,
978 11  2,6,45,Evangelical / Protestant,Santa Barbara,Richer,68941,1,,,,,,,
978 21  2,3,34,Evangelical / Protestant,Santa Barbara,Richer,72338,1,,,,,,,
978 41  2,6,29,Evangelical / Protestant,Santa Barbara,Richest,161262,1,,,,,,,
978 61  3,4,25,No religion,Santa Barbara,Richer,83226,1,,,,,,,
978 71  3,6,26,Catholic,Santa Barbara,Richer,47768,1,,,,,,,
978101  2,6,27,Evangelical / Protestant,Santa Barbara,Middle,13920,1,,,,,,,
978111  2,6,23,Evangelical / Protestant,Santa Barbara,Richer,63818,1,,,,,,,
978131  4,12,25,Catholic,Santa Barbara,Middle,21077,1,,,,,,,
978141  2,6,38,No religion,Santa Barbara,Middle,-12434,1,,,,,,,
978161  2,6,35,Catholic,Santa Barbara,Middle,17224,1,,,,,,,
978171  3,0,35,Evangelical / Protestant,Santa Barbara,Richer,115260,1,,,,,,,
978171  5,6,29,Evangelical / Protestant,Santa Barbara,Richer,115260,1,,,,,,,
978181  2,8,32,Evangelical / Protestant,Santa Barbara,Richest,148114,1,,,,,,,
978191  2,11,26,Catholic,Santa Barbara,Richer,68420,1,,,,,,,
979 31  1,6,44,Catholic,Santa Barbara,Middle,30899,1,,,,,,,
979 41  1,9,37,Catholic,Santa Barbara,Middle,12194,1,,,,,,,
979 41  7,0,22,Catholic,Santa Barbara,Middle,12194,1,,,,,,,
979 91  2,6,38,Catholic,Santa Barbara,Richer,114467,1,,,,,,,
979101  7,1,18,No religion,Santa Barbara,Poorest,-108238,1,,,,,,,
979111  2,5,41,No religion,Santa Barbara,Poorer,-55317,1,,,,,,,
979131  1,2,47,Catholic,Santa Barbara,Poorer,-59786,1,,,,,,,
979181  2,7,31,No religion,Santa Barbara,Middle,2880,1,,,,,,,
980 11  2,6,48,No religion,Santa Barbara,Poorer,-48373,1,,,,,,,
980 11  9,8,20,Evangelical / Protestant,Santa Barbara,Poorer,-48373,1,,,,,,,
980 31  2,0,46,Evangelical / Protestant,Santa Barbara,Richer,76974,1,,,,,,,
980 31  4,5,27,Evangelical / Protestant,Santa Barbara,Richer,76974,1,,,,,,,
980 41  1,6,33,Evangelical / Protestant,Santa Barbara,Middle,29003,1,,,,,,,
980 51  2,6,34,Evangelical / Protestant,Santa Barbara,Richer,69575,1,,,,,,,
980 61  3,11,33,Evangelical / Protestant,Santa Barbara,Middle,14985,1,,,,,,,
980 71  1,0,34,Evangelical / Protestant,Santa Barbara,Poorer,-52117,1,,,,,,,
980 81  2,7,29,Evangelical / Protestant,Santa Barbara,Richer,66469,1,,,,,,,
980101  2,11,47,Evangelical / Protestant,Santa Barbara,Middle,-27399,1,,,,,,,
980101  6,6,28,Evangelical / Protestant,Santa Barbara,Middle,-27399,1,,,,,,,
980121  2,6,25,Evangelical / Protestant,Santa Barbara,Middle,7219,1,,,,,,,
980131  1,1,49,No religion,Santa Barbara,Middle,16129,1,,,,,,,
980131  4,11,31,Catholic,Santa Barbara,Middle,16129,1,,,,,,,
980151  2,6,41,Evangelical / Protestant,Santa Barbara,Richer,70201,1,,,,,,,
980161  2,6,39,Evangelical / Protestant,Santa Barbara,Middle,-12770,1,,,,,,,
980181  2,10,21,Evangelical / Protestant,Santa Barbara,Middle,31343,1,,,,,,,
980191  3,4,32,Evangelical / Protestant,Santa Barbara,Richest,118567,1,,,,,,,
980201  2,6,33,Catholic,Santa Barbara,Richer,77575,1,,,,,,,
981 11  2,6,29,Catholic,Santa Barbara,Poorest,-138909,1,,,,,,,
981 21  2,8,31,Evangelical / Protestant,Santa Barbara,Richest,157454,1,,,,,,,
981 31  1,11,41,Catholic,Santa Barbara,Richest,154817,1,,,,,,,
981 41  1,13,33,Evangelical / Protestant,Santa Barbara,Richest,140208,1,,,,,,,
981 51  2,12,32,Evangelical / Protestant,Santa Barbara,Richer,94520,1,,,,,,,
981 61  1,3,40,Evangelical / Protestant,Santa Barbara,Middle,-1361,1,,,,,,,
981 81  2,12,42,Evangelical / Protestant,Santa Barbara,Richest,214972,1,,,,,,,
981 81  7,3,19,Evangelical / Protestant,Santa Barbara,Richest,214972,1,,,,,,,
981101  2,0,31,Evangelical / Protestant,Santa Barbara,Middle,45496,1,,,,,,,
981111  7,6,22,Catholic,Santa Barbara,Middle,12803,1,,,,,,,
981121  2,6,33,Evangelical / Protestant,Santa Barbara,Middle,27055,1,,,,,,,
981131  2,3,24,No religion,Santa Barbara,Middle,-13067,1,,,,,,,
981161  5,13,26,Catholic,Santa Barbara,Richest,127612,1,,,,,,,
981181  2,6,20,Catholic,Santa Barbara,Richer,83178,1,,,,,,,
981191  2,11,26,Evangelical / Protestant,Santa Barbara,Richest,152658,1,,,,,,,
981201  3,12,25,Catholic,Santa Barbara,Middle,37732,1,,,,,,,
982 21  2,6,42,Catholic,Santa Barbara,Middle,-27944,1,,,,,,,
982 31  2,12,38,Catholic,Santa Barbara,Richer,85290,1,,,,,,,
982 41  1,5,39,Evangelical / Protestant,Santa Barbara,Poorer,-63622,1,,,,,,,
982 71  2,9,29,Evangelical / Protestant,Santa Barbara,Poorer,-47222,1,,,,,,,
982 91  2,16,45,Catholic,Santa Barbara,Richest,142855,1,,,,,,,
982101  2,12,29,Catholic,Santa Barbara,Richer,92744,1,,,,,,,
982111  1,3,47,Catholic,Santa Barbara,Middle,10935,1,,,,,,,
982121  2,6,46,Evangelical / Protestant,Santa Barbara,Richer,96100,1,,,,,,,
982121  3,9,23,Evangelical / Protestant,Santa Barbara,Richer,96100,1,,,,,,,
982151  2,6,31,Catholic,Santa Barbara,Middle,19857,1,,,,,,,
982161  8,2,39,Catholic,Santa Barbara,Richer,111227,1,,,,,,,
982171  2,6,26,Catholic,Santa Barbara,Middle,-30511,1,,,,,,,
982191  1,6,41,Catholic,Santa Barbara,Richer,116209,1,,,,,,,
983 11  2,0,47,Catholic,Santa Barbara,Poorer,-43678,1,,,,,,,
983 11  9,6,25,No religion,Santa Barbara,Poorer,-43678,1,,,,,,,
983 61  1,6,34,No religion,Santa Barbara,Middle,38386,1,,,,,,,
983101  2,6,40,Catholic,Santa Barbara,Poorer,-50239,1,,,,,,,
983111  2,9,24,Catholic,Santa Barbara,Richest,134816,1,,,,,,,
983121  4,3,26,No religion,Santa Barbara,Poorer,-79324,1,,,,,,,
983121  5,5,19,Catholic,Santa Barbara,Poorer,-79324,1,,,,,,,
983121 11,6,35,Catholic,Santa Barbara,Poorer,-79324,1,,,,,,,
983131  7,6,23,Evangelical / Protestant,Santa Barbara,Middle,-26300,1,,,,,,,
983151  2,12,31,Evangelical / Protestant,Santa Barbara,Richer,69872,1,,,,,,,
983181  2,1,33,No religion,Santa Barbara,Richer,100881,1,,,,,,,
983201  1,6,25,Evangelical / Protestant,Santa Barbara,Richer,89270,1,,,,,,,
984 21  5,6,33,Other,Santa Barbara,Richer,85210,1,,,,,,,
984 51  2,3,38,Other,Santa Barbara,Richer,89293,1,,,,,,,
984 51  7,9,32,Other,Santa Barbara,Richer,89293,1,,,,,,,
984 61  2,12,43,Evangelical / Protestant,Santa Barbara,Richest,202182,1,,,,,,,
984 81  1,12,49,Evangelical / Protestant,Santa Barbara,Richest,155125,1,,,,,,,
984 91  2,8,31,Evangelical / Protestant,Santa Barbara,Richer,84540,1,,,,,,,
984101  2,9,21,Evangelical / Protestant,Santa Barbara,Richer,101576,1,,,,,,,
984111  2,16,26,Catholic,Santa Barbara,Richest,209080,1,,,,,,,
984141  2,9,33,Evangelical / Protestant,Santa Barbara,Richest,148833,1,,,,,,,
984191  2,14,49,Evangelical / Protestant,Santa Barbara,Richest,158704,1,,,,,,,
984201  2,12,27,Evangelical / Protestant,Santa Barbara,Richer,109610,1,,,,,,,
985 31  2,3,40,Evangelical / Protestant,Santa Barbara,Poorest,-98581,1,,,,,,,
985 51  3,9,21,Evangelical / Protestant,Santa Barbara,Middle,-7463,1,,,,,,,
985 61  2,1,37,Evangelical / Protestant,Santa Barbara,Middle,-16721,1,,,,,,,
985 81  2,3,44,Evangelical / Protestant,Santa Barbara,Middle,-24977,1,,,,,,,
985 91  1,6,38,Evangelical / Protestant,Santa Barbara,Middle,-11480,1,,,,,,,
985111  2,6,48,No religion,Santa Barbara,Poorer,-59517,1,,,,,,,
985131  2,6,35,Evangelical / Protestant,Santa Barbara,Richer,115854,1,,,,,,,
985151  2,1,44,Evangelical / Protestant,Santa Barbara,Poorest,-103386,1,,,,,,,
985151  5,8,19,Evangelical / Protestant,Santa Barbara,Poorest,-103386,1,,,,,,,
985161  2,2,24,Evangelical / Protestant,Santa Barbara,Poorest,-156722,1,,,,,,,
985171  1,8,31,Catholic,Santa Barbara,Middle,46847,1,,,,,,,
985181  2,7,33,Evangelical / Protestant,Santa Barbara,Poorer,-34334,1,,,,,,,
985191  1,6,38,Catholic,Santa Barbara,Richer,69210,1,,,,,,,
985191  2,9,17,No religion,Santa Barbara,Richer,69210,1,,,,,,,
985201  2,4,45,Evangelical / Protestant,Santa Barbara,Poorer,-82576,1,,,,,,,
985201  5,6,24,Evangelical / Protestant,Santa Barbara,Poorer,-82576,1,,,,,,,
985201  7,5,20,Catholic,Santa Barbara,Poorer,-82576,1,,,,,,,
986 11  2,6,49,Catholic,Santa Barbara,Richer,64960,1,,,,,,,
986 31  2,10,42,Catholic,Santa Barbara,Richest,159620,1,,,,,,,
986 41  1,0,49,Catholic,Santa Barbara,Middle,8759,1,,,,,,,
986 51  2,17,38,Catholic,Santa Barbara,Richest,173566,1,,,,,,,
986 71  2,6,44,Catholic,Santa Barbara,Richest,146769,1,,,,,,,
986 81  2,11,28,Catholic,Santa Barbara,Richer,108855,1,,,,,,,
986 91  3,13,21,Catholic,Santa Barbara,Richest,124574,1,,,,,,,
986101  3,15,19,No religion,Santa Barbara,Richer,115313,1,,,,,,,
986111  4,6,21,Evangelical / Protestant,Santa Barbara,Richest,167722,1,,,,,,,
986131  2,6,22,Evangelical / Protestant,Santa Barbara,Middle,14769,1,,,,,,,
986151  2,4,37,Catholic,Santa Barbara,Richer,64365,1,,,,,,,
986161  1,0,28,Catholic,Santa Barbara,Richer,59046,1,,,,,,,
986201  2,6,41,Evangelical / Protestant,Santa Barbara,Poorer,-87094,1,,,,,,,
987 61  2,12,26,Evangelical / Protestant,Santa Barbara,Richer,67740,1,,,,,,,
987 81  2,7,26,Catholic,Santa Barbara,Poorer,-38587,1,,,,,,,
987 91  2,11,28,No religion,Santa Barbara,Richer,52956,1,,,,,,,
987111  2,6,31,Evangelical / Protestant,Santa Barbara,Richest,122845,1,,,,,,,
987121  2,6,34,Evangelical / Protestant,Santa Barbara,Richer,101813,1,,,,,,,
987131  1,9,46,Evangelical / Protestant,Santa Barbara,Richest,141334,1,,,,,,,
987141  2,6,39,Evangelical / Protestant,Santa Barbara,Richest,123735,1,,,,,,,
987151  2,6,31,Catholic,Santa Barbara,Richer,105961,1,,,,,,,
987191  2,6,27,No religion,Santa Barbara,Richest,152805,1,,,,,,,
988 21  2,16,40,Evangelical / Protestant,Santa Barbara,Richest,146087,1,,,,,,,
988 31  3,11,24,Catholic,Santa Barbara,Richer,115836,1,,,,,,,
988 61  2,12,49,Evangelical / Protestant,Santa Barbara,Richest,172420,1,,,,,,,
988 81  2,6,26,Other,Santa Barbara,Richest,133836,1,,,,,,,
988 91  2,12,23,Catholic,Santa Barbara,Richest,144249,1,,,,,,,
988151  2,2,33,Evangelical / Protestant,Santa Barbara,Richer,98077,1,,,,,,,
988151  6,7,16,Evangelical / Protestant,Santa Barbara,Richer,98077,1,,,,,,,
988161  5,11,23,Evangelical / Protestant,Santa Barbara,Richest,157811,1,,,,,,,
988191  2,6,33,Evangelical / Protestant,Santa Barbara,Richest,163364,1,,,,,,,
988201  1,12,49,No religion,Santa Barbara,Richest,137567,1,,,,,,,
989 21  2,3,34,Evangelical / Protestant,Santa Barbara,Richer,67144,1,,,,,,,
989 31  2,16,38,Evangelical / Protestant,Santa Barbara,Middle,30264,1,,,,,,,
989 42  2,12,29,Catholic,Santa Barbara,Middle,33550,1,,,,,,,
989 81  2,12,49,Evangelical / Protestant,Santa Barbara,Richest,178023,1,,,,,,,
989 91  3,2,40,Catholic,Santa Barbara,Richer,100411,1,,,,,,,
989 91  5,12,25,Catholic,Santa Barbara,Richer,100411,1,,,,,,,
989101  2,11,29,Evangelical / Protestant,Santa Barbara,Richer,114216,1,,,,,,,
989111  2,14,23,Catholic,Santa Barbara,Richer,100234,1,,,,,,,
989201  2,4,32,Catholic,Santa Barbara,Poorer,-46957,1,,,,,,,
990 11  2,2,27,Other,Santa Barbara,Poorer,-90129,0,,,,,,,
990 31  4,4,22,Evangelical / Protestant,Santa Barbara,Middle,-23686,0,,,,,,,
990 41  1,1,39,No religion,Santa Barbara,Middle,-26457,0,,,,,,,
990 51  2,0,31,Evangelical / Protestant,Santa Barbara,Poorer,-71748,0,,,,,,,
990 61  1,0,43,Catholic,Santa Barbara,Poorest,-119569,0,,,,,,,
990 71  2,0,27,Catholic,Santa Barbara,Poorer,-88400,0,,,,,,,
990 81  2,6,32,Evangelical / Protestant,Santa Barbara,Poorer,-87828,0,,,,,,,
990101  2,6,28,Evangelical / Protestant,Santa Barbara,Poorer,-83828,0,,,,,,,
990111  2,6,27,Evangelical / Protestant,Santa Barbara,Middle,31643,0,,,,,,,
990151  2,6,38,Catholic,Santa Barbara,Poorer,-47359,0,,,,,,,
990181  2,1,37,Catholic,Santa Barbara,Poorer,-38281,0,,,,,,,
991 21  1,6,29,No religion,Santa Barbara,Richer,77905,0,,,,,,,
991 31  2,5,21,Evangelical / Protestant,Santa Barbara,Poorest,-98861,0,,,,,,,
991 51  2,6,22,Catholic,Santa Barbara,Poorer,-91624,0,,,,,,,
991 61  5,5,23,No religion,Santa Barbara,Poorer,-50873,0,,,,,,,
991 71  2,6,30,Evangelical / Protestant,Santa Barbara,Poorer,-49666,0,,,,,,,
991121  2,4,29,Evangelical / Protestant,Santa Barbara,Poorer,-42751,0,,,,,,,
991141  2,4,35,Evangelical / Protestant,Santa Barbara,Poorer,-46612,0,,,,,,,
991151  2,3,45,No religion,Santa Barbara,Middle,-13134,0,,,,,,,
991161  2,6,32,Evangelical / Protestant,Santa Barbara,Richer,52471,0,,,,,,,
991171  2,6,39,Catholic,Santa Barbara,Middle,-26612,0,,,,,,,
991191  2,7,35,Evangelical / Protestant,Santa Barbara,Middle,-26835,0,,,,,,,
991201  2,9,23,Evangelical / Protestant,Santa Barbara,Poorer,-59669,0,,,,,,,
992 31  2,6,25,Evangelical / Protestant,Santa Barbara,Richer,105790,0,,,,,,,
992 41  2,6,28,Catholic,Santa Barbara,Middle,8480,0,,,,,,,
992 71  2,5,42,Evangelical / Protestant,Santa Barbara,Middle,-841,0,,,,,,,
992 81  2,2,36,Evangelical / Protestant,Santa Barbara,Middle,27092,0,,,,,,,
992101  2,6,31,Evangelical / Protestant,Santa Barbara,Middle,44766,0,,,,,,,
992111  2,8,23,Catholic,Santa Barbara,Middle,33946,0,,,,,,,
992131  2,5,40,Evangelical / Protestant,Santa Barbara,Middle,-26892,0,,,,,,,
992161  2,17,22,Catholic,Santa Barbara,Richest,184123,0,,,,,,,
992171  2,12,33,Evangelical / Protestant,Santa Barbara,Richest,164358,0,,,,,,,
992191  2,12,25,Catholic,Santa Barbara,Richest,173207,0,,,,,,,
992201  2,2,30,Catholic,Santa Barbara,Middle,-11420,0,,,,,,,
993 11  2,6,39,Catholic,Santa Barbara,Poorer,-31593,0,,,,,,,
993 41  2,3,44,Evangelical / Protestant,Santa Barbara,Poorer,-82814,0,,,,,,,
993 51  1,3,28,Catholic,Santa Barbara,Poorer,-32801,0,,,,,,,
993 61  2,2,26,No religion,Santa Barbara,Poorer,-76560,0,,,,,,,
993 71  2,0,27,No religion,Santa Barbara,Poorest,-133180,0,,,,,,,
993 91  2,6,21,Evangelical / Protestant,Santa Barbara,Poorer,-49813,0,,,,,,,
993101  1,4,38,Catholic,Santa Barbara,Poorest,-118548,0,,,,,,,
993111  2,6,28,Catholic,Santa Barbara,Poorest,-116957,0,,,,,,,
993141  2,6,44,Evangelical / Protestant,Santa Barbara,Poorer,-87488,0,,,,,,,
993141  5,1,24,Evangelical / Protestant,Santa Barbara,Poorer,-87488,0,,,,,,,
993161  1,2,47,Evangelical / Protestant,Santa Barbara,Poorest,-128807,0,,,,,,,
993161  7,0,31,Evangelical / Protestant,Santa Barbara,Poorest,-128807,0,,,,,,,
993171  2,5,42,Evangelical / Protestant,Santa Barbara,Poorer,-82465,0,,,,,,,
993181  2,3,22,Catholic,Santa Barbara,Poorest,-94705,0,,,,,,,
993191  2,0,39,No religion,Santa Barbara,Poorer,-67004,0,,,,,,,
993201  2,15,23,Evangelical / Protestant,Santa Barbara,Poorer,-70728,0,,,,,,,
994 11  2,3,24,Catholic,Santa Barbara,Poorest,-137629,0,,,,,,,
994 21  2,2,38,Catholic,Santa Barbara,Middle,-29832,0,,,,,,,
994 21  6,6,19,Evangelical / Protestant,Santa Barbara,Middle,-29832,0,,,,,,,
994 21  9,6,20,Evangelical / Protestant,Santa Barbara,Middle,-29832,0,,,,,,,
994 31  2,5,28,Catholic,Santa Barbara,Poorest,-92033,0,,,,,,,
994 41  2,4,38,Catholic,Santa Barbara,Poorer,-87610,0,,,,,,,
994 61  2,4,41,Catholic,Santa Barbara,Middle,11456,0,,,,,,,
994 71  1,3,44,Catholic,Santa Barbara,Poorer,-45533,0,,,,,,,
994 71  6,5,26,Catholic,Santa Barbara,Poorer,-45533,0,,,,,,,
994 81  4,1,18,Catholic,Santa Barbara,Poorest,-97161,0,,,,,,,
994101  2,0,23,Catholic,Santa Barbara,Poorer,-75261,0,,,,,,,
994111  2,4,27,Catholic,Santa Barbara,Poorer,-57875,0,,,,,,,
994121  2,2,42,Catholic,Santa Barbara,Middle,45498,0,,,,,,,
994131  4,5,21,No religion,Santa Barbara,Poorest,-119129,0,,,,,,,
994141  2,0,30,Catholic,Santa Barbara,Poorest,-101338,0,,,,,,,
994151  2,11,26,Catholic,Santa Barbara,Richer,102528,0,,,,,,,
994171  2,1,37,Catholic,Santa Barbara,Poorest,-121614,0,,,,,,,
994201  5,15,25,Catholic,Santa Barbara,Poorer,-68783,0,,,,,,,
995 11  2,0,32,Evangelical / Protestant,Santa Barbara,Poorer,-70957,0,,,,,,,
995 31  2,0,30,No religion,Santa Barbara,Poorest,-123871,0,,,,,,,
995 41  1,1,47,No religion,Santa Barbara,Poorer,-77473,0,,,,,,,
995 51  2,0,49,Evangelical / Protestant,Santa Barbara,Middle,-15061,0,,,,,,,
995 71  2,5,29,Evangelical / Protestant,Santa Barbara,Middle,-15102,0,,,,,,,
995 81  2,4,16,Catholic,Santa Barbara,Poorer,-56354,0,,,,,,,
995 91  2,6,38,Evangelical / Protestant,Santa Barbara,Poorer,-32452,0,,,,,,,
995101  1,1,46,Evangelical / Protestant,Santa Barbara,Poorer,-90560,0,,,,,,,
995111  3,3,34,Evangelical / Protestant,Santa Barbara,Poorer,-69747,0,,,,,,,
995131  1,15,16,No religion,Santa Barbara,Richer,66270,0,,,,,,,
995141  2,2,28,Evangelical / Protestant,Santa Barbara,Poorer,-44546,0,,,,,,,
995151  2,0,27,Evangelical / Protestant,Santa Barbara,Poorer,-72843,0,,,,,,,
995161  2,9,32,Evangelical / Protestant,Santa Barbara,Middle,-25432,0,,,,,,,
995171  2,3,45,Evangelical / Protestant,Santa Barbara,Poorer,-66935,0,,,,,,,
995181  2,3,37,Evangelical / Protestant,Santa Barbara,Middle,46443,0,,,,,,,
995191  8,3,20,Evangelical / Protestant,Santa Barbara,Poorer,-34538,0,,,,,,,
995201  2,10,21,Evangelical / Protestant,Santa Barbara,Poorer,-72368,0,,,,,,,
996 11  2,1,34,Evangelical / Protestant,Santa Barbara,Poorer,-80533,0,,,,,,,
996 21  2,6,33,No religion,Santa Barbara,Poorer,-70367,0,,,,,,,
996 31  2,6,37,Evangelical / Protestant,Santa Barbara,Middle,43394,0,,,,,,,
996 61  3,3,36,Evangelical / Protestant,Santa Barbara,Middle,34300,0,,,,,,,
996 62  1,15,24,No religion,Santa Barbara,Middle,29104,0,,,,,,,
996 63  1,6,34,Evangelical / Protestant,Santa Barbara,Middle,20613,0,,,,,,,
996 81  2,6,28,Catholic,Santa Barbara,Middle,27356,0,,,,,,,
996 91  2,8,41,Catholic,Santa Barbara,Richer,88402,0,,,,,,,
996101  2,3,44,Catholic,Santa Barbara,Middle,-18049,0,,,,,,,
996111  2,3,33,No religion,Santa Barbara,Richer,82634,0,,,,,,,
996121  2,6,29,Evangelical / Protestant,Santa Barbara,Richer,55271,0,,,,,,,
997 11  1,7,47,Catholic,Santa Barbara,Middle,-15150,0,,,,,,,
997 11  3,6,42,No religion,Santa Barbara,Middle,-15150,0,,,,,,,
997 41  1,12,42,Catholic,Santa Barbara,Middle,43176,0,,,,,,,
997 51  1,12,33,No religion,Santa Barbara,Richer,81720,0,,,,,,,
997 61  2,5,27,Catholic,Santa Barbara,Poorer,-69676,0,,,,,,,
997 81  2,5,27,Evangelical / Protestant,Santa Barbara,Poorest,-115999,0,,,,,,,
997 91  2,1,47,Catholic,Santa Barbara,Poorer,-58346,0,,,,,,,
997 91  4,6,18,Evangelical / Protestant,Santa Barbara,Poorer,-58346,0,,,,,,,
997111  2,12,43,Catholic,Santa Barbara,Richer,102813,0,,,,,,,
997121  2,4,43,Evangelical / Protestant,Santa Barbara,Poorer,-58870,0,,,,,,,
997121  3,6,24,Evangelical / Protestant,Santa Barbara,Poorer,-58870,0,,,,,,,
997141  4,3,23,Catholic,Santa Barbara,Poorer,-86311,0,,,,,,,
997141  7,6,27,Evangelical / Protestant,Santa Barbara,Poorer,-86311,0,,,,,,,
997191  1,3,35,Catholic,Santa Barbara,Poorer,-74261,0,,,,,,,
998 11  2,6,23,Evangelical / Protestant,Santa Barbara,Middle,-9554,0,,,,,,,
998 21  2,5,26,No religion,Santa Barbara,Poorer,-76704,0,,,,,,,
998 31  2,3,46,Catholic,Santa Barbara,Poorer,-42125,0,,,,,,,
998 41  2,6,23,Evangelical / Protestant,Santa Barbara,Poorer,-60182,0,,,,,,,
998 51  2,0,38,Catholic,Santa Barbara,Poorest,-107127,0,,,,,,,
998 61  2,0,48,Evangelical / Protestant,Santa Barbara,Poorest,-111875,0,,,,,,,
998 61  7,2,19,No religion,Santa Barbara,Poorest,-111875,0,,,,,,,
998 61  9,5,21,Evangelical / Protestant,Santa Barbara,Poorest,-111875,0,,,,,,,
998 62  2,2,38,Evangelical / Protestant,Santa Barbara,Poorest,-108401,0,,,,,,,
998 81  2,4,32,Evangelical / Protestant,Santa Barbara,Poorest,-108915,0,,,,,,,
998101  3,6,25,Evangelical / Protestant,Santa Barbara,Poorer,-62038,0,,,,,,,
998111  2,0,25,Catholic,Santa Barbara,Poorest,-108212,0,,,,,,,
998121  2,0,36,Evangelical / Protestant,Santa Barbara,Poorest,-122964,0,,,,,,,
998131  2,3,18,Evangelical / Protestant,Santa Barbara,Poorest,-93090,0,,,,,,,
998151  2,3,37,Catholic,Santa Barbara,Poorer,-76823,0,,,,,,,
998181  3,6,21,Evangelical / Protestant,Santa Barbara,Poorer,-74784,0,,,,,,,
